id,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,Action
26666,42976,108868,119062,119091,120297,117905,117906,290919,117908,1
26667,15798,7586,117961,118225,118403,118321,117906,290919,118322,0
26668,75078,51007,117961,118413,120526,118784,117906,290919,118786,1
26669,42085,79103,118023,118024,117895,117879,118250,19721,117880,0
26670,16070,3788,117961,118343,120722,118784,117906,290919,118786,1
26671,37709,70075,118023,118024,117895,117879,118250,19721,117880,1
26672,79121,5211,118290,118291,119837,118980,261436,118295,118982,1
26673,76880,1584,117961,118327,128935,118396,299403,118398,118399,1
26674,36926,4950,117961,118343,119598,120006,310997,118424,120008,1
26675,32402,16973,91261,118026,124942,117905,117906,290919,117908,1
26676,34483,7023,117961,117962,119223,118278,118260,290919,118279,1
26677,78563,3648,117961,118300,118631,118834,309123,118424,118836,1
26678,45337,15886,117961,118052,120356,120357,310997,118424,120359,1
26679,17308,15824,117961,118225,120323,119093,120324,119095,119096,1
26680,74236,30519,117961,117962,119223,118777,271626,308574,118779,1
26681,16064,16973,117961,118300,124942,118747,126309,118453,118749,1
26682,14354,93303,117926,117927,117884,117879,117886,19721,117880,1
26683,33423,98198,117961,118446,118471,134095,255657,118474,118475,1
26684,77491,70156,118192,118193,117895,117879,118250,19721,117880,1
26685,34026,7647,117961,118300,119181,118321,117906,290919,118322,1
26686,38237,14861,117890,117891,117878,117879,117879,19721,117880,1
26687,80819,3077,117961,118300,120312,140847,140848,118363,140849,1
26688,39264,123313,118169,118170,118171,118172,118173,249618,118175,1
26689,42093,17319,117961,117962,118791,121469,310997,118424,121471,1
26690,15714,32795,118256,118257,118623,280788,193644,292795,119082,1
26691,42355,19829,117961,118386,118896,120773,310589,118960,120774,1
26692,7543,7547,117961,118327,118933,118321,117906,290919,118322,1
26693,21400,14839,138798,138799,120539,120952,130134,118453,120954,1
26694,15022,4500,117961,118052,118881,118321,240983,290919,118322,1
26695,15716,223988,117902,118041,118556,280788,280788,292795,119082,1
26696,73815,56238,118315,118316,179069,129909,275015,118453,129911,1
26697,39262,5238,118887,118888,118053,118207,174445,270488,118209,1
26698,33054,15902,117961,118052,120398,118422,136989,118424,118425,1
26699,43963,4565,117961,118386,121961,117905,240983,290919,117908,1
26700,153,2318,117961,118327,118933,118321,117906,290919,118322,0
26701,35790,1614,117961,118327,118507,129909,185973,118453,129911,1
26702,15680,15683,117961,118300,118957,118777,279443,308574,118779,1
26703,80326,51172,117961,118225,120551,120690,120691,290919,120692,1
26704,42380,53223,117876,117877,117878,118568,184058,19721,118570,1
26705,3853,2837,118887,118888,118631,118422,163805,118424,118425,1
26706,15720,15824,117961,118225,120323,120591,120324,119095,120593,1
26707,22282,53129,117935,117936,117878,117885,117913,117887,117888,1
26708,5893,2199,4292,126095,118378,119192,300603,119184,119194,1
26709,42611,770,117961,118343,119181,118451,130134,118453,118454,1
26710,28340,15602,118582,118583,118921,118890,311441,118398,118892,1
26711,75078,35379,118315,118316,120764,119172,138493,118467,119174,1
26712,19980,5730,117961,118446,118833,120578,120579,118762,120580,1
26713,80214,1903,117961,118343,118514,118321,117906,290919,118322,1
26714,28586,3944,117961,118343,118514,118321,117906,290919,118322,1
26715,79092,127738,117961,118225,118403,120952,130134,118453,120954,1
26716,80215,218,117961,118413,120370,118784,118785,290919,118786,1
26717,39221,4023,117961,118446,119064,117905,117906,290919,117908,1
26718,41642,50736,117961,118052,118821,118321,117906,290919,118322,1
26719,75901,43994,117961,117962,118791,307024,306404,118331,118332,1
26720,4675,8168,117961,118386,119954,119962,168365,118205,119964,1
26721,44644,3868,117961,118052,120096,117905,117906,290919,117908,1
26722,79092,3176,117961,118300,121216,119351,160003,3130,119353,1
26723,4675,55805,117961,118343,118856,118685,122058,308574,118687,1
26724,74995,4743,119062,130600,120663,117905,117906,290919,117908,1
26725,42085,25687,117961,118343,118660,118924,124941,118667,118926,1
26726,7678,53190,117961,118300,19772,118784,118785,290919,118786,1
26727,17308,74884,126918,126919,118042,118043,118043,270488,118046,1
26728,17302,858,117961,118300,118529,122129,305057,121916,122131,1
26729,41378,2260,117961,118343,119598,118834,133686,118424,118836,1
26730,23497,5228,119596,119597,168533,120789,301124,118424,120791,1
26731,22682,7455,117961,118343,118833,118784,129054,290919,118786,1
26732,45040,5269,119596,119597,120356,122067,205243,118424,122069,1
26733,27411,94240,91261,118026,119507,118784,124402,290919,118786,1
26734,36731,50511,118006,118007,118008,117879,117897,19721,117880,1
26735,42233,13671,117961,118327,118744,118685,126297,308574,118687,1
26736,25993,17728,117961,118446,119986,118318,168365,118205,118319,1
26737,28315,72209,117961,118225,124948,118054,118054,117887,118055,1
26738,28149,3889,117961,118386,121668,118685,279443,308574,118687,1
26739,25993,15542,117961,118300,118395,118396,300044,118398,118399,1
26740,75078,240,117961,118386,118404,118784,121556,290919,118786,1
26741,27082,34459,118212,118213,118403,118685,279443,308574,118687,1
26742,20293,46788,117929,117940,117920,118568,163031,19721,118570,1
26743,31441,4716,118290,118291,120026,120344,165069,118424,120346,1
26744,39264,46472,117961,119256,119257,118995,118806,292795,118997,0
26745,42914,11987,118006,118007,117884,117885,117886,117887,117888,0
26746,30618,7624,117961,118052,119742,118321,117906,290919,118322,1
26747,81350,2727,118290,118291,118292,307024,216241,118331,118332,1
26748,43280,54635,117961,118225,120041,119093,120324,119095,119096,1
26749,1003,15415,117961,118225,123173,118054,119601,117887,118055,1
26750,20292,48746,117926,117927,117941,117879,117886,19721,117880,1
26751,22391,8699,117961,118343,118660,118924,166636,118667,118926,1
26752,36575,123313,118169,118170,118171,117946,125858,292795,117948,1
26753,27306,6979,117961,117962,119223,127723,305057,118643,127725,1
26754,33054,5211,118290,118291,119837,118980,261436,118295,118982,1
26755,78686,56602,118079,118080,117878,117879,120319,19721,117880,1
26756,20364,1038,118887,118888,118889,118863,307233,118398,118865,1
26757,25993,85475,117961,118300,120410,118321,117906,290919,118322,1
26758,16219,3332,117961,118343,121747,118784,130735,290919,118786,1
26759,1732,15484,118256,118257,118623,118995,286106,292795,118997,1
26760,25241,81075,117961,118327,204054,118536,118537,308574,118539,1
26761,18688,17695,117890,117891,117878,117885,118020,117887,117888,1
26762,33248,3113,117961,118343,119598,119433,127160,118424,119435,1
26763,15064,58799,117961,118052,119781,118054,120514,117887,118055,1
26764,80806,2270,117961,118413,277693,120773,155692,118960,120774,1
26765,44722,15421,117961,117969,118970,118396,233714,118398,118399,1
26766,14354,42034,117961,118386,118522,120690,120691,290919,120692,1
26767,14570,3077,117961,118300,120312,118361,118362,118363,118364,1
26768,44977,4026,117961,118300,118301,120497,149226,118424,120499,1
26769,25993,59765,117961,118386,118317,118523,294485,118331,118525,1
26770,34950,3225,117961,118327,118929,118321,117906,290919,118322,1
26771,15064,17654,117961,121019,118229,118054,118054,117887,118055,1
26772,29084,4475,117961,118052,118706,118054,118054,117887,118055,1
26773,17226,4909,117961,118300,118458,118834,223125,118424,118836,1
26774,20487,2942,117961,118343,118700,117905,235717,290919,117908,1
26775,25536,6235,117961,118343,118437,118777,279443,308574,118779,0
26776,79168,14289,118602,118603,117941,118568,125168,19721,118570,1
26777,74754,17451,117961,118052,126137,126138,194170,124136,126140,1
26778,37734,50322,117959,117960,119424,179731,134755,117887,117973,1
26779,6977,27147,117961,118343,122299,119949,121350,290919,119951,1
26780,79228,55982,117983,117984,117878,117885,118020,117887,117888,1
26781,40331,7807,117961,118327,118518,120097,146705,270488,120099,1
26782,20271,90027,117916,118150,118599,179731,123808,117887,117973,1
26783,17249,16971,117961,118343,119993,120516,310589,120518,120519,0
26784,1020,4576,117961,118327,118391,117905,117906,290919,117908,1
26785,79092,7525,117961,118225,120551,117905,117906,290919,117908,1
26786,30999,13577,117961,117962,117963,118811,286597,19793,118813,1
26787,4675,5690,117961,118413,120370,118784,117906,290919,118786,1
26788,15703,25813,117961,118300,119181,118321,117906,290919,118322,1
26789,36569,1412,117902,117903,119181,120952,130134,118453,120954,1
26790,27124,13876,117961,118386,118404,118841,240982,118643,118843,1
26791,45828,56602,118079,118080,117878,118370,199900,118372,118373,1
26792,32270,4821,117961,118343,119598,118980,304760,118295,118982,1
26793,35540,19884,118185,31010,117920,118568,310732,19721,118570,1
26794,75216,57680,118256,118257,117945,117946,118806,292795,117948,1
26795,37450,7072,117961,117962,118352,117905,117906,290919,117908,1
26796,40684,1012,117961,118225,119924,117905,240983,290919,117908,1
26797,33146,53193,117961,118343,118395,120647,120647,118398,120649,1
26798,23921,4395,117961,118300,118597,118422,150827,118424,118425,1
26799,45097,10386,118269,118270,117878,118568,118568,19721,118570,1
26800,19949,858,117961,118327,118529,122129,168451,121916,122131,1
26801,27714,16569,117961,118327,120559,122269,141096,118643,122271,1
26802,79934,90707,118219,118220,117920,118568,305057,19721,118570,1
26803,6977,4511,117961,118300,119181,118784,117906,290919,118786,1
26804,4675,6114,117961,118343,6104,118278,118260,290919,118279,1
26805,20293,60979,117926,117927,117884,117885,117913,117887,117888,1
26806,971,6225,117961,118343,120722,118784,117906,290919,118786,1
26807,39331,16125,117961,118052,120417,122274,244798,3130,122275,1
26808,45990,5569,119280,119281,117945,280788,280788,292795,119082,1
26809,302049,15459,118169,118170,118575,117946,125297,292795,117948,1
26810,3853,8785,117961,117962,117904,118636,310589,118638,118639,1
26811,25993,18454,117961,118343,119598,125171,257115,118424,125173,1
26812,73756,5674,122880,122974,118575,117946,133484,292795,117948,1
26813,78972,23347,117961,118052,121667,118685,279443,308574,118687,1
26814,38704,90027,117916,118150,118599,179731,123910,117887,117973,1
26815,39879,38902,118256,118257,117945,280788,280788,292795,119082,1
26816,38710,58407,117975,117976,117884,117885,117913,117887,117888,1
26817,42367,17610,118006,118007,117884,117879,122240,19721,117880,1
26818,79021,25253,126974,126975,120299,120300,292871,120302,120303,1
26819,34924,49577,117961,118327,118933,118321,117906,290919,118322,0
26820,42085,7524,117961,118300,119195,118636,227378,118638,118639,1
26821,6977,3000,117961,118225,120551,117905,240983,290919,117908,1
26822,33238,56663,117902,117903,118507,118028,118368,117887,118030,0
26823,75834,14829,117961,118052,119986,117905,117906,290919,117908,1
26824,35708,3032,118212,118213,123201,117905,125206,290919,117908,1
26825,68726,2649,117961,118413,120526,118784,152747,290919,118786,1
26826,1969,1480,122532,122533,118575,119192,129506,119184,119194,1
26827,4675,1398,117961,118300,120722,118321,117906,290919,118322,1
26828,34347,15648,117902,117903,156933,118274,310973,292795,118276,1
26829,80479,12397,117961,118327,121787,123045,123107,120518,123047,1
26830,79092,15383,117961,118343,127168,118396,300044,118398,118399,1
26831,4675,49655,117961,118446,122550,117905,117906,290919,117908,0
26832,278393,132087,117961,118300,118301,118054,118443,117887,118055,1
26833,4675,49283,117961,118300,119181,118321,117906,290919,118322,1
26834,43535,32242,117961,118327,121979,120690,120691,290919,120692,1
26835,25993,5030,117961,118343,120126,119433,133686,118424,119435,1
26836,41758,28275,118315,118463,123089,118278,128796,290919,118279,1
26837,78841,53176,117961,117969,118970,120647,137468,118398,120649,1
26838,3853,3188,117961,117962,120924,118523,306404,118331,118525,1
26839,39262,83216,91261,118026,123656,118278,151426,290919,118279,1
26840,34958,7133,117961,118327,118320,118321,240983,290919,118322,1
26841,75834,6481,117961,118343,123454,118321,197093,290919,118322,1
26842,27348,52072,119596,119597,119598,135809,135810,118331,135811,1
26843,39262,5509,117961,118343,123454,117905,117906,290919,117908,1
26844,25442,25452,118717,118718,117895,118568,281735,19721,118570,1
26845,33642,13223,11146,118491,117941,118568,281735,19721,118570,1
26846,45104,124316,118887,118888,118889,118863,307233,118398,118865,1
26847,16176,124925,117961,118225,122273,118784,147114,290919,118786,1
26848,43876,62155,118079,118080,117878,117879,304519,19721,117880,1
26849,25280,49453,117961,118343,118660,118912,309291,118424,118914,1
26850,13878,80413,118163,118164,117878,117879,117879,19721,117880,1
26851,15716,54268,118752,119070,118754,280788,280788,292795,119082,1
26852,740,770,117961,118300,120722,118451,142600,118453,118454,1
26853,39262,18190,117961,118386,119954,118321,117906,290919,118322,1
26854,75078,84780,120864,121013,121961,307024,180407,118331,118332,1
26855,86148,24926,91261,118026,118229,273308,120072,249618,118232,1
26856,25993,209,117961,118343,6104,118784,147114,290919,118786,1
26857,75078,41794,118315,118316,119214,307024,294485,118331,118332,1
26858,37326,15918,117961,118327,118320,118784,147114,290919,118786,1
26859,38470,90820,118079,118080,117878,117879,266986,19721,117880,1
26860,77561,50702,118003,118004,117878,120628,156434,118131,120629,1
26861,391,48656,117926,117927,117884,117879,117886,19721,117880,1
26862,16767,55643,118256,118257,117945,280788,280788,292795,119082,1
26863,14912,6982,117961,118300,118783,118777,279443,308574,118779,1
26864,91819,58466,118602,118603,117920,118568,171084,19721,118570,1
26865,28294,4475,117961,118052,120356,120497,142545,118424,120499,1
26866,40997,85725,117961,118225,121716,122129,305057,121916,122131,1
26867,972,2837,118887,118888,118631,118422,163805,118424,118425,1
26868,33642,21083,118106,118107,117941,118568,129105,19721,118570,1
26869,7678,4370,117961,118343,118514,118321,117906,290919,118322,1
26870,20293,50641,117926,118124,117941,117885,117913,117887,117888,1
26871,76436,15620,122880,122974,119781,120097,209365,270488,120099,1
26872,79092,15575,117902,118041,118623,280788,280788,292795,119082,1
26873,5371,50806,117961,118446,119064,118278,125889,290919,118279,1
26874,41758,15378,118315,118316,125316,129229,168284,119788,129231,1
26875,3853,5504,117961,118300,118514,117905,117906,290919,117908,1
26876,34924,34612,117961,118327,118320,118321,117906,290919,118322,1
26877,20897,4193,117961,118343,118514,119849,133986,118638,119851,1
26878,78582,210,117961,118386,118746,118321,240983,290919,118322,1
26879,39262,78268,119301,119302,119303,117905,117906,290919,117908,1
26880,26986,1065,117961,118327,121589,118641,306399,118643,118644,1
26881,78192,8243,118555,118178,118320,118321,117906,290919,118322,1
26882,22281,15459,118169,118170,119262,117946,194400,292795,117948,1
26883,72024,14829,117961,118446,119986,117905,117906,290919,117908,1
26884,75834,36144,117961,118300,121176,118784,118785,290919,118786,1
26885,15701,118151,118079,118080,117878,117879,120319,19721,117880,0
26886,32270,4600,117961,118446,122550,307024,311622,118331,118332,1
26887,75078,28475,118315,118463,122636,124486,140924,124487,124488,1
26888,45652,239,117961,118225,118403,117905,117906,290919,117908,1
26889,57889,55132,118169,118170,118042,118563,158413,270488,118565,1
26890,79299,15575,117902,118041,118623,118274,118806,292795,118276,1
26891,78540,56226,118602,118603,118008,118568,118568,19721,118570,0
26892,60782,2163,118219,118220,120694,118777,242184,308574,118779,1
26893,16191,59347,117961,118327,118320,118321,118448,290919,118322,0
26894,38470,17695,117890,117891,117878,117885,118069,117887,117888,1
26895,35376,56199,117961,118052,118706,117905,117906,290919,117908,1
26896,35733,46704,91261,118026,118202,118321,117906,290919,118322,1
26897,1020,1915,117961,118300,119181,118321,118448,290919,118322,1
26898,79092,174,117961,118413,121639,118777,279443,308574,118779,1
26899,25993,4145,117961,118300,120026,118834,223125,118424,118836,1
26900,7678,18080,117961,119256,120943,126684,280788,292795,126685,1
26901,81524,4850,91261,118026,118027,118028,118148,117887,118030,1
26902,23986,4909,117961,118300,118458,120497,223125,118424,120499,1
26903,34463,19642,117961,118413,118481,118321,118448,290919,118322,1
26904,29304,57165,117975,117976,117884,117885,117913,117887,117888,1
26905,18418,310998,118595,118596,81476,120344,138524,118424,120346,1
26906,16503,19959,117961,118327,274241,118777,279443,308574,118779,1
26907,79311,16816,117961,118300,119984,120647,311441,118398,120649,1
26908,37793,20432,117890,117891,117878,118568,122240,19721,118570,1
26909,0,16838,117961,118413,120370,120690,136365,290919,120692,1
26910,4673,89939,117902,117903,122007,128230,302830,4673,128231,1
26911,42093,200077,118725,118726,119076,118834,140820,118424,118836,1
26912,7543,3800,117961,118225,118403,117905,240983,290919,117908,1
26913,14914,4584,117961,118300,120297,118321,240983,290919,118322,1
26914,45192,51172,117961,118225,120551,120690,120691,290919,120692,1
26915,33166,148913,118212,118213,118921,118890,305057,118398,118892,0
26916,19998,6137,117961,118225,120551,118318,168365,118205,118319,1
26917,25993,18450,117961,118052,118821,117905,240983,290919,117908,1
26918,79092,22819,117961,118225,119824,121414,132041,118704,121416,0
26919,39615,2930,117961,118343,118700,118784,153945,290919,118786,1
26920,17308,2260,117961,118343,119598,118422,300136,118424,118425,1
26921,25788,58849,117961,118327,118492,118747,125738,118453,118749,1
26922,76860,17290,91261,118026,118317,117905,117906,290919,117908,0
26923,73536,49655,117961,118446,122550,118321,117906,290919,118322,1
26924,80153,2270,117961,118413,277693,120773,118959,118960,120774,1
26925,45902,23340,117961,118225,120663,122030,134579,122032,122033,1
26926,16082,6256,119134,119135,118437,117896,199346,117887,117898,1
26927,19666,25396,118602,118603,118008,118568,125652,19721,118570,1
26928,42479,17992,117916,118011,118810,122952,305581,19793,122954,1
26929,6215,2017,117961,118327,121645,118841,123378,118643,118843,1
26930,32270,17058,117961,118300,119488,118728,301534,118295,118730,1
26931,17308,5701,117961,118052,120709,118207,174445,270488,118209,1
26932,971,743,117961,118343,120722,118321,117906,290919,118322,1
26933,20364,50015,117961,118343,119598,120344,310997,118424,120346,1
26934,28074,14889,117961,118300,118437,120773,123107,118960,120774,1
26935,25993,3944,117961,118343,118514,117905,240983,290919,117908,1
26936,75210,17514,117961,118343,121747,118321,117906,290919,118322,1
26937,33054,139354,120342,120343,119076,119077,139355,118372,119079,1
26938,79092,52925,117980,117981,117920,118568,156279,19721,118570,1
26939,13878,70019,117890,118102,117878,117899,123862,19721,117900,1
26940,15714,15453,118582,118583,117945,280788,136634,292795,119082,1
26941,20364,4189,117961,118343,119987,118636,310589,118638,118639,0
26942,33147,15887,117961,118052,120356,120357,127906,118424,120359,1
26943,39182,7490,118349,118350,122672,124537,125539,118870,124539,1
26944,81350,4821,117961,118343,119598,120348,255097,118295,120350,1
26945,3853,39942,117961,118225,124380,307024,140976,118331,118332,1
26946,45300,51287,117961,118343,119598,120344,195290,118424,120346,0
26947,17308,17550,117961,118446,118684,117905,117906,290919,117908,1
26948,45784,3053,117961,118225,120663,121594,131163,4673,121596,1
26949,81350,4952,117961,118343,118292,119433,133686,118424,119435,1
26950,3853,5313,117961,118386,120356,120357,201020,118424,120359,1
26951,37793,17487,117890,117891,117878,118568,292195,19721,118570,1
26952,43452,53297,126918,126919,118042,118043,118043,270488,118046,1
26953,15365,44038,117902,118041,117904,118028,118368,117887,118030,1
26954,75447,4565,117961,118386,121961,117905,240983,290919,117908,1
26955,17249,17243,117961,118300,120026,120344,311360,118424,120346,1
26956,34562,1978,117961,118327,120559,122269,141096,118643,122271,1
26957,18418,5122,117961,118300,118631,118422,153195,118424,118425,1
26958,79092,4945,117961,118300,118360,118129,122064,118131,118132,1
26959,4675,3889,117961,118386,121668,117905,240983,290919,117908,1
26960,76565,84891,120342,120343,118631,118321,125684,290919,118322,1
26961,44746,3526,117961,118225,120323,122849,120324,119095,122850,1
26962,972,4904,119170,119171,121747,118422,127405,118424,118425,1
26963,32398,3225,117961,118327,118929,118321,117906,290919,118322,1
26964,15716,15473,117902,118041,117945,117946,118806,292795,117948,1
26965,73107,7389,117961,118386,118746,118747,239652,118453,118749,1
26966,42085,20169,117961,118343,118660,118451,270976,118453,118454,1
26967,37260,53240,117876,117877,117878,118568,182277,19721,118570,0
26968,33642,21083,118106,118107,117941,118568,131694,19721,118570,1
26969,80555,1558,117961,118300,120312,119849,282370,118638,119851,1
26970,25554,70056,117961,118225,118403,118321,279443,290919,118322,1
26971,23964,3954,117961,118343,120291,118422,300136,118424,118425,1
26972,25559,13844,117961,118327,119995,118523,310608,118331,118525,1
26973,25269,5730,117961,118446,119598,120578,137493,118762,120580,1
26974,75338,31058,118126,118237,117895,117896,117897,117887,117898,1
26975,4675,50003,117961,118343,124816,119743,132775,3130,119745,1
26976,28315,2556,118169,118170,118556,118047,138990,117887,118049,1
26977,34865,3736,117961,118300,120059,118054,118054,117887,118055,1
26978,40944,7710,117902,118041,117945,280788,280788,292795,119082,1
26979,74196,7583,118990,118991,118992,117905,117906,290919,117908,1
26980,34958,8008,118555,118178,118320,118321,117906,290919,118322,1
26981,38860,5560,118256,118257,117945,118274,119235,292795,118276,0
26982,34924,2610,117961,118327,121979,117905,117906,290919,117908,1
26983,45856,54303,117961,118327,118492,119949,125738,290919,119951,1
26984,75628,8686,117961,118327,119830,118321,117906,290919,118322,1
26985,2342,46224,117961,118327,118378,120952,143223,118453,120954,0
26986,41314,16842,117961,119256,120943,126684,126684,292795,126685,1
26987,33148,46165,118887,118888,118889,118890,126250,118398,118892,1
26988,75834,7393,117902,117903,134257,117905,118036,290919,117908,1
26989,75078,17290,117961,118386,118522,118321,117906,290919,118322,1
26990,75834,79116,118169,118170,118042,118043,129174,270488,118046,1
26991,41470,53255,120864,120865,124449,118636,175255,118638,118639,1
26992,25993,4886,117961,118343,118979,118422,155142,118424,118425,1
26993,44641,3648,117961,118300,118631,118834,309123,118424,118836,0
26994,39861,17058,117961,118300,119488,120418,284553,249618,120419,1
26995,23096,17669,117961,118446,118514,118321,290919,290919,118322,1
26996,33248,15886,117961,118052,120356,122067,237245,118424,122069,1
26997,6670,4468,117961,118413,119968,118321,118448,290919,118322,1
26998,37410,81307,131853,131854,128350,128351,140648,118347,128353,1
26999,41569,22629,91261,118026,118317,118784,120474,290919,118786,1
27000,79327,15729,120864,120865,124449,120647,310327,118398,120649,1
27001,74075,2373,117961,117962,118501,118685,257529,308574,118687,1
27002,33149,5269,119596,119597,120356,122067,205243,118424,122069,1
27003,20701,87,117961,118446,118447,117905,117906,290919,117908,1
27004,5502,3944,117961,118343,118514,117905,117906,290919,117908,1
27005,36424,27898,118106,118107,117941,117879,121445,19721,117880,1
27006,32270,1012,117961,118225,119924,118321,117906,290919,118322,1
27007,29024,4936,117961,118343,118292,119433,133686,118424,119435,0
27008,39262,70692,118315,118316,118202,118321,224428,290919,118322,1
27009,45044,24192,11146,118491,118810,118811,119759,19793,118813,1
27010,80729,3733,117961,117969,118970,118890,125128,118398,118892,1
27011,18418,49425,117961,118343,119598,118834,133686,118424,118836,1
27012,29304,27515,118953,118954,117884,118568,120119,19721,118570,1
27013,20293,50640,117926,117927,117884,117879,117886,19721,117880,1
27014,4675,74831,117961,118327,118391,120702,132069,118504,120704,1
27015,39883,51780,118555,118178,119107,118995,119108,292795,118997,1
27016,45019,16569,117961,118327,120559,120988,304465,118643,120989,1
27017,27082,7344,117961,118225,120663,123648,147738,120518,123650,1
27018,27356,5242,117961,118052,120671,120357,120065,118424,120359,1
27019,6977,7443,117961,118446,119961,118278,119962,290919,118279,0
27020,15369,15570,118752,118753,117945,119849,129519,118638,119851,1
27021,42093,5244,117961,118343,119598,118321,240983,290919,118322,1
27022,80684,6890,117961,118446,118684,118321,117906,290919,118322,1
27023,78327,52916,117890,118102,117878,118568,120877,19721,118570,1
27024,3853,4375,117961,118343,120347,118422,300136,118424,118425,1
27025,45481,5211,118290,118291,119837,118980,261436,118295,118982,1
27026,38268,50368,117926,118266,117884,117885,117913,117887,117888,1
27027,80895,25275,117961,118343,121747,117905,117906,290919,117908,1
27028,38481,50222,118079,118080,117878,117879,118177,19721,117880,0
27029,37138,17227,117961,118343,118979,118826,158101,118424,118828,1
27030,23921,14758,117961,118225,120054,118702,157677,118704,118705,1
27031,28586,15015,117961,118413,122007,118784,118785,290919,118786,1
27032,391,58458,117926,118266,117884,117879,117886,19721,117880,1
27033,75329,3399,118752,119070,119781,130479,145269,119784,130481,1
27034,18418,4155,117961,118300,118301,120006,259215,118424,120008,1
27035,33642,50056,117893,117894,117878,130479,131625,119784,130481,1
27036,6977,25293,117961,118386,128823,118321,117906,290919,118322,1
27037,37709,65488,117926,117927,117941,117885,117913,117887,117888,1
27038,73232,57580,118169,118170,118450,118636,131394,118638,118639,1
27039,39861,4918,117961,118300,123055,120344,311360,118424,120346,1
27040,13878,50584,118006,118007,117941,117899,117897,19721,117900,1
27041,23820,20382,117961,118300,124942,118321,240983,290919,118322,1
27042,25993,12757,118120,118121,117920,119323,123932,19793,119325,1
27043,278393,4904,119170,119171,121747,120344,127405,118424,120346,1
27044,77203,51791,117961,119256,119257,280788,280788,292795,119082,1
27045,79273,2017,117961,118327,121645,117905,287626,290919,117908,1
27046,80940,7583,118990,118991,118992,118321,117906,290919,118322,0
27047,15369,57678,117961,118343,119796,118054,118054,117887,118055,1
27048,74995,3872,117961,118386,118522,118321,117906,290919,118322,1
27049,51987,52687,117961,117962,117904,179731,131272,117887,117973,1
27050,25305,51794,118555,118178,117945,117946,118950,292795,117948,1
27051,79363,1397,117961,118300,120722,117905,117906,290919,117908,1
27052,23921,53280,118290,118291,118727,118834,202884,118424,118836,1
27053,7543,994,117961,118300,120312,119849,124690,118638,119851,1
27054,17308,5492,117961,118343,119142,118523,311622,118331,118525,1
27055,15064,110249,117961,117962,117904,179731,131272,117887,117973,1
27056,44722,7807,117961,118327,118518,120097,124862,270488,120099,1
27057,6977,5504,117961,118300,118514,117905,290878,290919,117908,1
27058,33233,46704,91261,118026,118202,117905,117906,290919,117908,0
27059,79226,7581,118990,118991,215920,122952,305581,19793,122954,1
27060,38655,16973,117961,118300,124942,118321,117906,290919,118322,1
27061,15720,3281,117961,118225,119238,122849,120324,119095,122850,1
27062,25993,46805,117929,117930,117920,118568,281735,19721,118570,1
27063,79092,17440,117943,117944,118042,118043,302521,270488,118046,1
27064,37793,18040,117961,118300,118783,118784,240983,290919,118786,1
27065,75078,18190,117961,118386,120361,117905,117906,290919,117908,1
27066,3853,4821,117961,118343,119598,120348,255097,118295,120350,1
27067,36976,70243,117961,118327,118492,118747,125738,118453,118749,1
27068,15064,126679,117890,117891,118810,119899,117899,19793,119900,1
27069,34871,56199,117961,118052,118881,117905,117906,290919,117908,1
27070,81006,59421,117961,118327,118507,118396,133290,118398,118399,1
27071,22430,7338,117961,118225,119924,117905,117906,290919,117908,1
27072,3853,6957,117961,118300,125821,119849,310589,118638,119851,1
27073,1805,17686,117961,118413,122007,120690,136365,290919,120692,1
27074,1937,1065,117961,118327,121589,118641,118842,118643,118644,1
27075,75078,71203,117961,118386,118522,118784,124874,290919,118786,0
27076,33147,56663,117902,117903,118507,120990,261540,118398,120992,1
27077,38470,27999,118670,118671,117895,117885,117913,117887,117888,1
27078,25305,51780,118555,118178,119107,118995,241251,292795,118997,1
27079,25103,6199,117961,118225,120663,117905,117906,290919,117908,1
27080,28149,40922,118315,118463,118464,119172,140159,118467,119174,1
27081,15369,15419,117961,118343,119796,307024,310608,118331,118332,1
27082,35376,71171,117961,118386,123844,117905,117906,290919,117908,1
27083,34924,26321,117961,118327,118320,124886,306399,118643,124888,1
27084,79131,20382,117961,118300,124942,123737,123107,118960,123738,1
27085,25287,17558,91261,118026,118706,118318,168365,118205,118319,1
27086,80815,3656,117961,118300,118631,118924,153285,118667,118926,1
27087,23966,52105,118595,118596,81476,118422,170384,118424,118425,1
27088,18913,55827,117929,117940,117941,117879,117886,19721,117880,1
27089,25829,16741,117961,118327,119995,118321,117906,290919,118322,1
27090,921,4757,118212,118213,118458,119849,290535,118638,119851,1
27091,80596,21823,117961,118446,118684,118321,117906,290919,118322,1
27092,80236,7265,117961,118343,119598,120773,123107,118960,120774,1
27093,25098,2371,117961,117962,118501,120702,308462,118504,120704,1
27094,37709,94495,5110,117954,117895,117885,117955,117887,117888,1
27095,44839,19271,117961,118225,119924,118784,117906,290919,118786,1
27096,36050,71189,117961,118386,121883,119962,131188,118205,119964,1
27097,79092,16907,117961,117962,134848,124775,134849,122032,124777,1
27098,64721,56026,117983,117984,117878,117879,117913,19721,117880,1
27099,27287,70243,183723,119256,118492,118451,125738,118453,118454,1
